word,definition
decade,n. 十年，十年期
distance,n. 距离
zipper,n. 拉链 v. 拉上拉链
permanent,adj. 永久的，永恒的
honour,n. 荣誉
political,adj. 政治的
organise,v. 组织起来
driver,n. 驾驶员
complete,adj. 完整的
nowhere,adv. 无处
shop,n. 商店
gradually,adv. 逐步地
shaver,n. 理发师
virus,n. [病毒] 病毒
disk,n. [计] 磁盘，磁碟片
loaf,n. 条，一条面包
arrest,v. 逮捕
square,adj. 平方的
justice,n. 司法，法律制裁
Dr,abbr. 速度三角形定位法（dead reckoning）
world,n. 世界
if,conj. （表条件）如果
dirt,n. 污垢，泥土
procedure,n. 程序，手续
mix,v. 配制
strong,adj. 坚强的
fact,n. 事实
kilo,n. 千克
scientific,adj. 科学的，系统的
feed,v. 喂养
category,n. 种类，分类
dead,adj. 无生命的
against,prep. 反对，违反
corrupt,adj. 腐败的，贪污的
laugh,n. 笑
airspace,n. 空域
vanilla,n. 香子兰，香草 adj. 香草味的
hammer,v. 锤击
perfume,n. 香水
whose,pron. 谁的（疑问代词）
necktie,n. 领带
bury,v. 埋葬
cabbage,n. 卷心菜，甘蓝菜，洋白菜
shortcoming,n. 缺点
salt,n. 盐
seventy,n. 七十
length,n. 长度，长
worst,adj. 最差的，最坏的
audience,n. 观众
measure,n. 测量
outline,n. 轮廓
bathroom,n. 浴室
height,n. 高地
prairie,n. 大草原
balance,n. 平衡
blind,adj. 盲目的
portable,adj. 手提的，便携式的
row,n. 行，排
truly,adv. 真实地，不假
downward,adj. 向下的，下降的 adv. 向下
accent,n. 口音
basket,n. 篮子
shave,v. 剃须，剃毛 n. 刮脸，剃胡子
outer,adj. 外面的，外部的
note,n. 笔记
Ottawa,n. 渥太华（加拿大首都）
smoker,n. 吸烟者
drag,v. 拖累
unite,v. 使…混合
Spain,n. 西班牙
postcode,n. （英）邮政编码
confident,adj. 自信的
website,n. 网站（全球资讯网的主机站）
swell,v. 膨胀
medicine,n. 药
set,n. [数] 集合
comb,n. 梳子
sale,n. 销售
immigration,n. 外来移民
process,v. 处理
east,n. 东方
hurry,n. 匆忙，急忙 v. 仓促（做某事）
how,adv. 如何
beast,n. 野兽
practice,n. 实践
reliable,adj. 可靠的
evening,n. 晚上
allocate,v. 分配
development,n. 发展
paragraph,n. 段落
terminal,n. 末端
correspond,v. 符合，一致
war,n. 战争，斗争
sleepy,adj. 欲睡的
surprise,n. 惊奇，诧异
snowman,n. 雪人
search,v. 搜寻
toothache,n. [口腔] 牙痛
wash,n. 洗涤
classroom,n. 教室
nephew,n. 侄子
cap,n. 盖
aggression,n. 侵略
TV,abbr. 电视（television）
notebook,n. 笔记本，笔记簿
bonus,n. 奖金
drop,v. 滴
circus,n. 马戏
amount,v. 总计，合计
bounce,n. 跳
married,adj. 已婚的，有配偶的
none,pron. 没有人
arrive,v. 到达
steady,adj. 稳定的
museum,n. 博物馆
enjoyable,adj. 快乐的
headache,n. 头痛
hopeful,adj. 有希望的
event,n. 事件，大事
ache,v. 疼痛
heavily,adv. 沉重地
warning,n. 警告
form,n. 形式，形状
outspoken,adj. 坦率的，直言不讳的
hungry,adj. 饥饿的
ton,n. 吨
afraid,adj. 害怕的
salty,adj. 咸的
need,n. 需要，要求
rugby,n. 英式橄榄球
lamb,n. 羔羊，小羊
cream,n. 奶油，乳脂
fond,adj. 喜欢的
recite,v. 背诵
disobey,v. 违反
leader,n. 领导者
fun,n. 乐趣
vain,adj. 徒劳的
service,n. 服务，服侍
stainless,adj. 不锈的
agent,n. 代理人，代理商
maid,n. 女仆
camera,n. 照相机
too,adv. 太
nine,n. 九，九个 num. 九
perform,v. 执行
doubt,n. 怀疑
digest,v. 消化
while,conj. 虽然
pretty,adj. 漂亮的
studio,n. 工作室
Moscow,n. 莫斯科（俄罗斯首都）
disturbing,adj. 令人不安的
schoolmate,n. 同学
adult,adj. 成年的
miss,n. 女士，小姐，年轻未婚女子
hobby,n. 嗜好
disagree,v. 不同意
bound,adj. 有义务的
approve,v. 批准
convenience,n. 便利
who,pron. 谁
arm,n. 手臂
goods,n. 商品
butterfly,n. 蝴蝶
risk,n. 风险
African,adj. 非洲的，非洲人的 n. 非洲人
twentieth,n. 二十分之一 adj. 第二十的
America,n. 美洲（包括北美和南美洲）
bottle,n. 瓶子
literary,adj. 文学的
bicycle,n. 自行车 v. 骑脚踏车
wallet,n. 钱包，皮夹
superb,adj. 极好的
pool,n. 联营
fragrant,adj. 芳香的
mercy,n. 仁慈，宽容
preview,n. 预览
hatch,n. 孵化
school,n. 学校
promote,v. 促进
crew,n. 队，组
preparation,n. 预备
tomorrow,n. 明天
taste,n. 味道
abortion,n. 流产，堕胎，小产
sparrow,n. 麻雀
bond,n. 债券
face,n. 脸
wound,n. 创伤，伤口 v. 使受伤
mustard,n. 芥末
ruler,n. 尺
umbrella,n. 雨伞
pub,n. 酒馆
playground,n. 运动场，操场
arbitrary,adj. [数] 任意的
turning,n. 转向
account,n. 账户
quite,adv. 很
wake,v. 醒来
workmate,n. 同事
album,n. 相簿
dangerous,adj. 危险的
replace,v. 取代，代替
eyesight,n. 视力
tremble,v. 发抖
cage,n. 笼，兽笼
either,adj. 两者之中任一的
lucky,adj. 幸运的
order,n. 命令
south,n. 南方，南边
mobile,adj. 可移动的
door,n. 门
list,n. [计] 列表
videophone,n. 电视电话
empty,adj. 空的
armchair,n. 扶手椅，单人沙发 adj. 不切实际的
self,n. 自己，自我
nature,n. 自然
transparent,adj. 透明的
submit,v. 使服从
agriculture,n. 农业
exactly,adv. 恰好地
undo,v. 取消
cheerful,adj. 快乐的
remind,v. 提醒
disaster,n. 灾难，灾祸
daily,adj. 日常的
cheers,v. 感谢
season,n. 时期
dislike,v. 不喜欢，厌恶 n. 嫌恶，反感，不喜爱
software,n. 软件
steel,n. 钢铁
industry,n. 产业
there,adv. 在那里
botany,n. 植物学
unfortunately,adv. 不幸地
gain,n. 增加
together,adv. 一起
visit,n. 访问
gather,v. 收集
over,adv. 结束
madam,n. 夫人
recreation,n. 娱乐
dive,v. 潜水
wing,n. 翼
lemon,adj. 柠檬色的 n. 柠檬
record,v. 记录，记载
beach,n. 海滩
chairwoman,n. 女主席
basement,n. 地下室
schedule,v. 安排，计划
wood,n. 木材
deaf,adj. 聋的
architect,n. 建筑师
walnut,n. 胡桃
Irish,adj. 爱尔兰的
manner,n. 方式
twin,v. 使成对 n. 双胞胎中一人 adj. 双胞胎的
powerful,adj. 强大的
frequent,adj. 频繁的
dam,v. 控制
free,adj. 免费的
ninety,n. 九十 adj. 九十的
fright,n. 惊吓
snake,n. 蛇
version,n. 版本
disabled,adj. 残废的，有缺陷的 v. 使…失去能力（disable的过去分词）
march,v. （坚定地向某地）前进
truth,n. 真理
heel,n. 脚后跟
furnished,adj. 家具，有家具的 v. 供应
nest,n. 巢，窝
conclude,v. 推断
basin,n. 水池
pear,n. [园艺] 梨树
awkward,adj. 尴尬的
stopwatch,n. 码表
shame,n. 羞耻，羞愧
quiz,n. 考查
forty,n. 四十 adj. 四十的
clumsy,adj. 笨拙的
ground,n. 地面
show,v. 显示
rebuild,v. 重建
politician,n. 政治家，政客
north,n. 北，北方 adj. 北方的
rat,n. 鼠
nor,conj. 也不
captain,n. 队长，首领
cautious,adj. 谨慎的
guest,n. 客人，宾客
hair,n. 头发
dozen,n. 十二个，一打 adj. 一打的
certificate,v. 发给证明书
love,n. 恋爱
container,n. 集装箱
flour,n. 面粉
total,adj. 全部的
purple,adj. 紫色的
withdraw,v. 撤退
insist,v. 坚持，强调
joke,n. 玩笑，笑话
autonomous,adj. 自治的
all,adj. 全部的 adv. 全然地
score,n. 分数
protect,v. 保护，防卫
handwriting,n. 笔迹
sing,v. 唱歌
deliver,v. 交付
meaning,n. 意义
balcony,n. 阳台
hibernation,n. 冬眠
vase,n. 瓶
resemble,v. 类似，像
cab,n. 驾驶室
decision,n. 决定，决心
composition,n. 作文，作曲，作品
tent,n. 帐篷
rewind,n. 重绕
conductor,n. 导体
edition,n. 版本
female,adj. 女性的
determination,n. 决心
equal,adj. 平等的
little,adj. 小的
hibernate,v. 过冬
pepper,n. 胡椒
glove,n. 手套 vt. 给…戴手套
diary,n. 日志，日记
citizen,n. 公民
destroy,v. 破坏
altogether,adv. 完全地
contribution,n. 贡献
decoration,n. 装饰，装潢
view,n. 观察
darkness,n. 黑暗
bar,n. 条，棒
dessert,n. 餐后甜点
wag,v. 摇摆
vinegar,n. 醋
realize,v. 实现
exhibition,n. 展览，显示
broadcast,v. 播送，播放
parrot,n. 鹦鹉
debt,n. 债务
birdcage,n. 鸟笼
scare,v. 惊吓
where,adv. 在哪里 pron. 哪里 conj. 在…的地方 n. 地点
ambulance,n. [车辆][医] 救护车
easy,adj. 容易的
housework,n. 家务事
concrete,adj. 混凝土的
sound,v. 听（诊）
scientist,n. 科学家
construct,v. 建造，构造
get,v. 使得
tall,adj. 高的
diploma,n. 毕业证书，学位证书
beside,prep. 在旁边
photographer,n. 摄影师
anchor,n. 锚
a,n. 字母A
social,adj. 社会的，社交的
easily,adv. 容易地
chess,n. 国际象棋，西洋棋
strange,adj. 奇怪的
sick,adj. 厌恶的
Russian,adj. 俄国的
inland,n. 内地
academy,n. 学院
invent,v. 发明
wealth,n. 财富
chick,n. 小鸡
companion,n. 同伴
mouth,n. 口，嘴
find,v. 查找，找到
town,n. 城镇，市镇
trousers,n. 裤子，长裤
performer,n. 演出者
petrol,n. （英）汽油
solid,adj. 固体的
uncomfortable,adj. 不舒服的
expense,n. 损失，代价
bowling,n. 滚木球戏
metre,n. 米
passage,n. 一段（文章）
nearly,adv. 差不多，几乎
institute,v. 开始（调查）
draw,v. 画
as,conj. 因为
meal,n. 一餐，一顿饭
sneeze,v. 打喷嚏 n. 喷嚏
bit,n. [计] 比特（二进位制信息单位）
but,conj. 但是
monitor,n. 监视器
thrill,n. 激动
advice,n. 建议
whale,v. 猛揍
vacant,adj. 空虚的
underground,adv. 在地下
rocket,v. 飞驰，飞快地移动
trial,n. 试验
Shanghai,n. 上海（中国东部港市）
root,n. 根
nationwide,adj. 全国范围的
hotel,n. 旅馆，饭店
specialist,n. 专家
any,adj. 任何的
thirty,n. 三十年代 num. 三十 adj. 三十个的
attractive,adj. 吸引人的
phenomenon,n. 现象
counter,n. 柜台
scarf,n. 围巾
tail,n. 尾巴
swear,v. 发誓
high,adj. 高的
adjustment,n. 调整，调节
rely,v. 依靠
deserve,v. 应受，应得
mine,n. 矿，矿藏
AIDS,abbr. 获得性免疫缺乏综合征
deal,v. 处理
apron,n. 围裙
data,n. 数据（datum的复数）
acquaintance,n. 熟人
great,adj. 伟大的，重大的
bandage,n. 绷带 v. 用绷带包扎
oral,adj. 口头的，口述的 n. 口试
throw,v. 投
loss,n. 减少
regulation,n. 管理
boil,v. 煮沸，沸腾
Greece,n. 希腊（欧洲南部国家）
chart,n. 图表
shape,n. 形状
milk,n. 牛奶
group,n. 组
prevent,v. 预防，防止
associate,v. 交往
plug,n. 插头
detective,adj. 侦探的 n. 侦探
alcohol,n. 酒精，乙醇
offshore,adj. 离岸的
cigar,n. 雪茄
jacket,n. 羽绒滑雪衫
red,n. 红色，红颜料
Christian,n. 基督徒，信徒 adj. 基督教的
theoretical,adj. 理论的
also,adv. 也
necessary,adj. 必要的
gold,n. 金，黄金
sympathy,n. 同情
tomato,n. 番茄，西红柿
create,v. 创造，创作
anyhow,adv. 总之
declare,v. 宣布，声明
recommend,v. 推荐，介绍
London,n. 伦敦
addicted,adj. 沉溺于某种（尤其是不良的）嗜好的
focus,n. 焦点
forget,v. 忘记
sailing,n. 航行，航海
serious,adj. 严肃的，严重的
dad,n. 爸爸
scold,v. 责骂
vacation,n. 假期
immediate,adj. 立即的
timetable,n. 时间表
recycle,v. 使再循环
fall,v. 落下
join,v. 参加
pink,n. 粉红色
joy,n. 欢乐，快乐
muddy,adj. 泥泞的
rest,v. 使休息，使轻松
exit,n. 出口，通道
headline,n. 大标题
flu,n. 流感
network,n. 网络
vehicle,n. [车辆] 车辆
task,v. 分派任务 n. 工作，作业
unbearable,adj. 难以忍受的
rapid,adj. 迅速的，急促的
concentrate,v. 集中
tiresome,adj. 烦人的，无聊的
market,n. 市场
burst,v. 爆发，突发
volcano,n. 火山
brush,n. 刷子
motherland,n. 祖国
ear,n. 耳朵
circuit,n. [电子] 电路，回路
in,prep. 按照（表示方式）
pin,n. 大头针，别针，针
belong,v. 属于，应归入
brotherhood,n. 兄弟关系
music,n. 音乐，乐曲
brother,n. 兄弟
pleasant,adj. 令人愉快的，舒适的
worried,adj. 担心的
chicken,n. 鸡肉
argue,v. 争论，辩论
dress,v. 给…穿衣 n. 连衣裙
convince,v. 说服
reporter,n. 记者
sky,n. 天空
voluntary,adj. 自愿的
drug,n. 药
enquiry,n. [计] 询问，[贸易] 询盘
dip,v. 浸，泡，蘸
cuisine,n. 烹饪，烹调法
daughter,n. 女儿
product,n. 产品
mixture,n. 混合
name,n. 名称，名字
litre,n. [计量] 公升（米制容量单位）
typhoon,n. [气象] 台风
helpful,adj. 有帮助的
predict,v. 预报，预言
uncertain,adj. 无常的
noodle,n. 面条
foolish,adj. 愚蠢的
turn,v. 转动，使旋转
horrible,adj. 可怕的
cell,n. 细胞
dismiss,v. 解散
boring,adj. 无聊的
obvious,adj. 明显的
rainy,adj. 下雨的
violence,n. 暴力
antique,adj. 古老的，年代久远的
experiment,v. 尝试
field,n. 领域
handbag,n. 手提包
include,v. 包含，包括
ripe,adj. 熟的，成熟的
peasant,n. 农民
athletics,n. 竞技
discover,v. 发现
leak,n. 泄漏
rainfall,n. 降雨
tool,n. 工具，用具
bite,v. 咬
praise,n. 赞扬
activity,n. 活动
carry,v. 拿，扛
take,v. 拿，取
dimension,n. 方面
format,n. 格式
start,v. 开始
week,n. 周，星期
reject,v. 拒绝
artificial,adj. 人造的
welcome,adj. 受欢迎的 n. 欢迎 v. 欢迎 int. 欢迎
earth,n. 地球
avenue,n. 大街
strawberry,n. 草莓
translate,v. 翻译
sea,n. 海
drill,n. 训练
page,n. 页
stamp,n. 邮票
along,adv. 一起
style,n. 风格
garden,n. 花园
oppose,v. 反对
nationality,n. 国籍，国家
consultant,n. 顾问
load,n. 负载，负荷
behavious,n. 行为
nylon,n. 尼龙，[纺] 聚酰胺纤维
statue,n. 雕像，塑像 vt. 以雕像装饰
witness,n. 证人
difficult,adj. 困难的
moral,adj. 道德的
evidence,n. 证据，证明
pour,n. 倾泻
map,v. 映射
blouse,n. 宽松的上衣
lab,n. 实验室，研究室
hall,n. 过道，门厅，走廊
compromise,v. 妥协
motivation,n. 动机
unfit,adj. 不适宜的
lonely,adj. 寂寞的
gifted,adj. 有天赋的
considerate,adj. 体贴的
plot,n. 情节
carrot,n. 胡萝卜
nothing,neg. 没什么
brochure,n. 手册，小册子
weight,n. 重量，重力
hope,n. 希望
lorry,n. （英）卡车
noisily,adv. 吵闹地，喧闹地
cloud,n. 云
topic,n. 主题（等于theme）
hug,v. 拥抱
size,n. 大小
ladder,n. 阶梯
folk,n. 民族
energetic,adj. 精力充沛的
mop,v. 擦干
assumption,n. 假定
flesh,n. 肉
marathon,n. 马拉松赛跑
remove,v. 移动，迁移
sun,n. 太阳 v. 使晒
expect,v. 期望
ward,n. 病房
comfortable,adj. 舒适的，舒服的 n. 盖被
yesterday,n. 昨天
feeling,n. 感觉，触觉
spaghetti,n. 意大利式细面条
his,pron. 他的 n. (His)人名
media,n. 媒体
director,n. 主任，主管
produce,v. 生产
waist,n. 腰，腰部
porter,n. 门房
nut,n. 螺母，螺帽
westwards,adv. 向西 adj. 向西的
offence,n. 犯罪
vocabulary,n. 词汇
aim,v. 目的在于
receptionist,n. 接待员
greengrocer,n. 蔬菜水果商
box,n. 箱，盒子
jaw,n. 颌
cinema,n. 电影
weed,v. 除草
merry,adj. 愉快的
accident,n. 事故
suitable,adj. 适当的
pilot,n. 飞行员
friendship,n. 友谊
floor,n. 地板，地面
magic,n. 巫术
unfold,v. 打开
October,n. [天] 十月
musician,n. 音乐家
lounge,n. 休息室
strait,adj. 狭窄的
suite,n. （一套）家具
lively,adj. 活泼的
cigarette,n. 香烟
hometown,n. 家乡
shortly,adv. 立刻
arrow,n. 箭，箭头
May,n. 五月
attach,v. 使依附
fortnight,n. 两星期
expose,v. 揭露，揭发
pollute,v. 污染
thank,v. 感谢 n. 感谢 int. 谢谢
ski,n. 滑雪橇 v. 滑雪 adj. 滑雪（用）的
sunshine,n. 阳光
project,v. 设计
southwest,n. 西南方 adj. 西南的 adv. 往西南
illegal,adj. [法] 非法的
statistics,n. 统计
level,n. 水平
cosy,adj. 舒适的
tight,adj. 紧的
shadow,n. 阴影
continent,n. 大陆，洲，陆地 adj. 自制的，克制的
bacterium,n. [微] 细菌
roundabout,adj. 迂回的，绕道的
connection,n. 连接
bottom,n. 底部
printer,n. [计] 打印机
aboard,adv. 在飞机上
writing,n. 书写
bleed,v. 使出血
spy,v. 侦察
soldier,n. 军人
temperature,n. 温度
both,adj. 两个的
fresh,adj. 新鲜的
kingdom,n. 王国
boating,n. 划船 adj. 划船的 v. 划船（boat的ing形式）
tendency,n. 倾向，趋势
concert,n. 音乐会
consume,v. 消耗，消费
six,num. 六，六个 n. 六，六个
refresh,v. 更新
broad,adj. 宽的，辽阔的
camp,v. 露营
gale,n. [气象] 大风，狂风
borrow,v. 借
demand,v. 要求
knock,v. 敲
sour,adj. 酸的
grandpa,n. 爷爷
zip,n. 拉链
rank,n. 排
butcher,v. 屠杀 n. 屠夫
ready,adj. 准备好
pig,n. 猪
trap,v. 诱捕
cancer,n. 癌症
vice,n. 恶习
harm,n. 伤害
rare,adj. 稀有的
brewery,n. 啤酒厂
finish,v. 完成
cock,n. 公鸡
fairly,adv. 相当地
grandparents,n. 祖父母（grandparent的复数）
instant,adj. 立即的
see,v. 看见
back,n. 后面
area,n. 区域，地区
sacrifice,n. 牺牲
Africa,n. 非洲
collision,n. 碰撞
homeland,n. 祖国
technical,adj. 工艺的，科技的
ink,v. 签署
faith,n. 信仰
never,adv. 从未
quarrel,v. 吵架
undivided,adj. 专心的
separation,n. 分离，分开
Indicate,v. 表明
will,n. 意志
express,v. 表达
fast,adj. 快速的，迅速的
open,adj. 公开的
pocket,n. 口袋
soul,n. 灵魂
branch,v. 分支
tip,v. 给小费
mutton,n. 羊肉
boom,v. 使兴旺
magazine,n. 杂志
hospital,n. 医院
sock,n. 短袜
physics,n. 物理学
taxi,v. 乘出租车
facial,adj. 面部的，表面的
famous,adj. 著名的
China,n. 中国 adj. 中国的
exam,n. 考试
passenger,n. 旅客
seagull,n. 海鸥
when,conj. 考虑到
trick,n. 诡计
fix,v. 使固定
onto,prep. 在…之上
commit,v. 犯罪，做错事
oval,adj. 椭圆的
building,n. 建筑
evolution,n. 演变
disgusting,adj. 令人厌恶的
unmarried,adj. [法] 未婚的
chair,n. 椅子
reasonable,adj. 合理的，公道的
hide,v. 隐藏
bye,int. 再见 n. 轮空
sharpen,v. 削尖
fantastic,adj. 奇异的
eraser,n. 橡皮
chemical,n. 化学制品，化学药品 adj. 化学的
ministry,n. （政府的）部门
sponsor,n. 赞助者
nose,n. 鼻子
reserve,n. 储备，储存
during,prep. 在…的时候，在…的期间 n. (During)人名
corn,n. （美）玉米
unfair,adj. 不公平的，不公正的
educate,v. 教育
arrange,v. 安排
rise,v. 上升
month,n. 月，一个月的时间
competence,n. 能力，胜任
noon,n. 中午
glasshouse,n. 温室
water,n. 水
key,n. （打字机等的）键
lung,n. 肺
sixty,num. 六十
January,n. 一月
fried,adj. 油炸的，油煎的
kilogram,n. 公斤
smooth,adj. 顺利的
reviewer,n. 评论者，评论家
inside,n. 里面
second,n. 秒
master,v. 控制
healthy,adj. 健康的，健全的
file,n. 文件
seventh,n. 第七
college,n. 大学
liberty,n. 自由
blow,n. 吹
questionnaire,n. 问卷
Christmas,n. 圣诞节
father,n. 父亲，爸爸
everyone,pron. 每个人
mild,adj. 温和的
could,aux. 能够 v. 能（can的过去式）
automatic,adj. 自动的
article,n. 文章
link,n. [计] 链环，环节
CD,abbr. 光盘，激光唱片（Compact Disc）
about,prep. 关于
local,n. [计] 局部
hydrogen,n. [化学] 氢
backache,n. 背痛
temptation,n. 引诱
crayon,n. 蜡笔，有色粉笔 v. 以蜡笔作画，用颜色粉笔画
fruit,n. 水果
learned,adj. 博学的
rather,adv. 宁可，宁愿
job,n. 工作
mathematics,n. 数学
occupation,n. 职业
consequence,n. 结果
increase,n. 增加，增长
forest,v. 植树于，使成为森林 n. 森林
relative,adj. 相对的
pupil,n. 学生
visa,n. 签证 v. 签发签证
restriction,n. 限制
fridge,n. 电冰箱
behind,prep. 落后于
swing,n. 摇摆
approach,n. 方法
correct,v. 改正
at,prep. 在（表示存在或出现的地点、场所、位置、空间）
pill,n. 药丸
underline,v. 强调
team,n. 队
scholarship,n. 奖学金
committee,n. 委员会
stick,v. 刺，戳
cowboy,n. 牛仔
expectation,n. 期待
unconditional,adj. 无条件的
drier,n. 干燥机
end,n. 结束
permission,n. 允许，许可
use,n. 使用
hearing,n. 听力
iron,n. 熨斗
reward,n. [劳经] 报酬
signal,n. 信号
oneself,pron. 自己
argument,n. 论证
character,n. 性格，品质
northwards,adv. 向北
hat,n. 帽子 v. 给……戴上帽子
improve,v. 改善，增进
fail,v. 失败，不及格
scholar,n. 学者
require,v. 需要
mention,v. 提到，谈到
eight,num. 八
attention,n. 注意力
decline,n. 下降
skillfully,adv. 巧妙地
cat,n. 猫，猫科动物
last,n. 末尾，最后
yourself,pron. 你自己
like,v. 喜欢
west,n. 西
surgeon,n. 外科医生
flow,v. 流动，涌流
congratulate,v. 祝贺
whole,adj. 完整的
Miss,n. 女士，小姐，年轻未婚女子
brief,adj. 简短的，简洁的
animal,n. 动物
question,n. 问题，疑问
inn,n. 客栈
polish,n. 磨光，擦亮
principle,n. 原理，原则
satisfaction,n. 满意，满足
clean,adj. 清洁的，干净的
reputation,n. 名声，名誉
belly,n. 腹部
suck,v. 吸吮
toilet,n. 厕所，盥洗室
bacon,n. 咸肉
poison,v. 污染
motorbike,n. 摩托车
sink,v. 下沉
tongue,n. 舌头
violin,n. 小提琴
delicate,adj. 微妙的
embassy,n. 大使馆
error,n. 误差
disadvantage,n. 缺点
green,adj. 绿色的
seek,v. 寻求
maybe,adv. 也许
graph,n. 图表
recipe,n. 食谱
laser,n. 激光
entrance,n. 入口
rent,n. 租金 v. 出租
match,v. 使比赛
very,adj. 恰好是，正是
raw,adj. 生的
absurd,adj. 荒谬的
possibility,n. 可能性
garage,n. 车库
oxygen,n. [化学] 氧气，[化学] 氧
goat,n. 山羊
radiation,n. 辐射
fog,n. 雾
host,n. [计] 主机
amazing,adj. 令人惊异的 v. 使吃惊（amaze的ing形式）
outdoors,adv. 在户外 n. 户外 adj. 户外的（等于outdoor）
progress,n. 进步，发展
authentic,adj. 真正的，真实的
omelette,n. 煎蛋卷
headmistress,n. 女校长
trip,v. 绊倒
transport,n. 运输
erupt,v. 爆发
forgetful,adj. 健忘的
sir,n. 先生
friend,n. 朋友
holiday,n. 假日
drink,v. 喝，饮
commercial,adj. 商业的
whenever,conj. 每当
emperor,n. 皇帝，君主
bingo,n. 宾戈游戏
operator,n. 经营者
apology,n. 道歉
pure,adj. 纯的
devotion,n. 献身，奉献
grade,n. 年级
now,adv. 现在
wounded,adj. 受伤的 n. 受伤者，伤员 v. 使受伤（wound的过去分词）
hen,n. 母鸡
opposite,adj. 相反的
profit,n. 利润
courage,n. 勇气
outstanding,adj. 杰出的
shelter,n. 庇护
look,v. 看
coast,v. 滑行
ignore,v. 驳回诉讼
different,adj. 不同的
real,adj. 实际的
typical,adj. 典型的
handy,adj. 便利的
broken,adj. 破碎的
aloud,adv. 大声地
appear,v. 出现
barbershop,n. 理发店 adj. 有男声合唱之和声的
student,n. 学生
yummy,adj. 好吃的
midnight,n. 午夜，半夜12点钟 adj. 半夜的
addition,n. 添加
weatherman,n. 气象员
permit,v. 许可
hand,n. 手，手艺
obtain,v. 获得
prize,n. 奖品
content,n. 内容，目录
firmly,adv. 坚定地，坚决地
colour,v. 把…涂颜色，粉饰
tired,adj. 疲倦的
vague,adj. 模糊的
classic,adj. 经典的
concern,v. 涉及，关系到
talent,n. 才能
several,adj. 几个的
simply,adv. 简单地
India,n. 印度（南亚国家）
acre,n. 土地，地产
potato,n. [作物] 土豆，[作物] 马铃薯
adopt,v. 采取
knee,n. 膝盖，膝 v. 用膝盖碰
newspaper,n. 报纸
uniform,adj. 统一的
support,v. 支持，支撑，支援
conservation,n. 保存，保持
fundamental,adj. 基本的，根本的 n. 基本原理
wayside,n. 路旁 adj. 路旁的
request,n. 请求
coke,n. 焦炭
between,prep. 在…之间 adv. 在中间
opener,n. [五金] 开启工具
credit,n. 信用，信誉
absorb,v. 吸收
multiply,v. 乘
chocolate,n. 巧克力，巧克力糖
ball,n. 球
cheque,n. 支票
Russia,n. 俄罗斯
Tibetan,adj. 西藏的
temple,n. 庙宇
fire,n. 火
excite,v. 激起
parcel,n. 包裹，小包 v. 打包
ability,n. 能力，能耐
leave,v. 离开
handle,n. [建] 把手
flashlight,n. 手电筒
keyboard,n. 键盘 v. 键入
candidate,n. 候选人，候补者
photograph,v. 为…拍照
glass,n. 玻璃
tradition,n. 惯例，传统
these,pron. 这些 adj. 这些的
unlike,adj. 不同的，不相似的 prep. 和…不同，不像
seldom,adv. 很少，不常
please,v. 使喜欢
overcome,v. 克服
except,v. 不计
advocate,v. 提倡，主张，拥护 n. 提倡者
mountainous,adj. 多山的
four,num. 四
meet,v. 满足
Dynasty,n. 王朝，朝代
reach,v. 达到
ordinary,adj. 普通的
challenging,adj. 挑战的
speed,v. 超速，加速
once,adv. 一次
type,n. 类型，品种
sweet,adj. 甜的
goodness,int. 天哪 n. 善良，优秀
irrigation,n. 灌溉
tourist,n. 旅行者，观光客 adj. 旅游的 vt. 在旅行参观 vi. 旅游
buffet,n. 自助餐
share,v. 分享，分担
intelligence,n. 智力
aware,adj. 意识到的
adolescent,adj. 青春期的
scan,v. 扫描
anecdote,n. 轶事
former,adj. 从前的，前者的
fetch,v. 取来
toothbrush,n. 牙刷
Egyptian,adj. 埃及的
reform,n. 改革，改良
bench,n. 长凳
best,n. 最好的人，最好的事物
vest,n. 背心
weakness,n. 弱点
luck,n. 运气
Friday,n. 星期五
helicopter,n. [航] 直升飞机 vi. [航] 乘直升飞机 vt. 由直升机运送
dare,n. 挑战
confidential,adj. 机密的
slight,adj. 轻微的，少量的
wait,v. 等候
journey,n. 旅行
lazy,adj. 懒惰的
understanding,n. 谅解，理解
loudspeaker,n. 喇叭，扬声器
chimney,n. 烟囱
sweep,v. 扫除
endless,adj. 无止境的
instrument,n. 仪器
zoom,n. 急速上升
prison,n. 监狱
pianist,n. 钢琴家
ballpoint,n. 圆珠笔
rooster,n. 公鸡
capsule,n. 胶囊
rag,n. 破布
game,n. 游戏
port,n. 港口，口岸
leaf,n. 叶子
waiter,n. 服务员，侍者
flower,n. 花
dusty,adj. 落满灰尘的
attraction,n. 吸引，吸引力
sister,n. 姐妹
vegetable,n. 蔬菜
beehive,n. 蜂窝
fool,v. 欺骗
firework,n. 烟火
dusk,n. 黄昏，薄暮
somewhere,adv. 在某处
low,adj. 低的，浅的
motto,n. 座右铭，格言
union,n. 联盟，协会
most,adv. 最
skyscraper,n. 摩天楼，超高层大楼
chemist,n. 化学家
apple,n. 苹果，苹果树，苹果似的东西
convey,v. 传达
bathrobe,n. 浴衣
enjoy,v. 欣赏，享受
platform,n. 平台
dentist,n. 牙科医生
turkey,n. 火鸡
eastwards,adv. 向东方地 adj. 向东方的
confirm,v. 确认
Scratch,n. 擦伤
spray,n. 喷雾
happiness,n. 幸福
sand,n. 沙
