word,definition
stove,n. 炉头
identical,adj. 完全相同的
adjective,n. 形容词
knee,n. 膝，膝盖，膝关节
artist,n. 艺术家，美术家
choke,v. 使窒息
regardless,adv. 不顾一切地
reader,n. 读者
horizontal,adj. 地平的
acceptable,adj. 可接受的，合意的
mail,n. 邮件 v. 邮寄
cloud,n. 云
busy,adj. 忙的
secretary,n. 秘书
deadly,adj. 致命的
harbour,n. 海港，港口 v. 庇护
bloom,n. 花
retain,v. 保持，保留，保有
contest,v. 争夺，争取
output,n. 产量
railroad,n. 铁路
institution,n. 协会
engine,n. 发动机，引擎
flesh,n. 肉，肌肉
brother,n. 兄弟
inch,n. 英寸
aeroplane,n. 飞机
coffee,n. 咖啡，咖啡茶
emit,v. 散发
as,conj. 当…的时候
elementary,adj. 基本的
editor,n. 编辑，编者，校订者
coin,n. 硬币 v. 铸造（硬币）
definite,adj. 明确的
skim,v. 掠过，擦过
tourist,n. 旅游者，观光者
flourish,v. 繁荣，茂盛，兴旺
taste,n. 味觉
ending,n. 结尾，结局
confirm,v. 证实
nearly,adv. 差不多
away,adv. 离开，远离
puzzle,n. 难题
lawyer,n. 律师
precision,n. 精确，精密，精密度
debt,n. 债，债务
promote,v. 促进，发扬
gasp,v. 气喘，喘息
publish,v. 出版
cubic,adj. 立方形的
smart,adj. 聪颖的，机灵的
floor,n. 地板
dispute,v. 争论，争执 n. 争论
blackboard,n. 黑板
install,v. 安装，设置
deceit,n. 欺骗，欺诈
forecast,n. 预测，预报 v. 预示
now,adv. 现在
believe,v. 相信
mile,n. 英里
gap,n. 缺口
occur,v. 发生
glove,n. 手套
graduate,n. 毕业生 v. 大学毕业
club,n. 〔职业体育的〕俱乐部
fierce,adj. 凶猛的
dump,v. 倾卸，倾倒
lag,v. 落后
hammer,n. 锤，榔头 v. 锤击
congratulate,v. 祝贺，向…道喜
storage,n. 贮藏
guess,v. 猜测，推测 n. 猜测，推测
desirable,adj. 值得相望的
critic,n. 批评家
bottom,n. 底，底部，根基
bud,n. 芽，萌芽
Australia,n. 澳大利亚
resident,adj. 居住的 n. 居民
choose,v. 选择，挑选
meanwhile,adv. 同时，当时
exclude,v. 把…排除在外
convenience,n. 便利，方便
rank,n. 排，横行
nowadays,adv. 现今，现在
fall,v. 落下
furious,adj. 狂怒的
tap,n. 轻叩 v. 轻叩
immediate,adj. 立即的
bruise,n. 青肿，伤痕
be,v. 是
politics,n. 政治，政纲
define,v. 给…下定义
heavily,adv. 重重地
pat,v. 轻拍 n. 轻拍
dose,n. 剂量，用量
operate,v. 操作
observe,v. 看到
auxiliary,adj. 辅助的
proportion,n. 部分
record,n. 记录
groan,v. 哼，呻吟 n. 呻吟
faith,n. 信任，信心
meat,n. 肉
harden,v. 使变硬
particular,adj. 特定的
arm,n. 臂
lip,n. 嘴唇
fable,n. 寓言
excuse,v. 原谅
discharge,v. 释放
cellar,n. 地窑，地下室
noisy,adj. 喧闹的
systematic,adj. 有系统的
trail,n. 小径
her,pron. （宾格）她 determiner.. 她的
rather,adv. 相当
liquid,n. 液体 adj. 液体的
indirect,adj. 间接的
meantime,n. 其时，其间 adv. 当时
portion,n. 一部分
dinner,n. 正餐，主餐
distribution,n. 分发，分配
African,adj. 非洲的 n. 非洲人
emphasize,v. 强调，着重
kill,v. 杀死
cough,v. 咳，咳嗽 n. 咳嗽
restraint,n. 抑制
composition,n. 构成
porter,n. 搬运工人
verify,v. 证实，查证
it,pron. 这，那，它
comb,n. 梳子 v. 梳理
conquest,n. 攻取，征服
bristle,n. 短而硬的毛
especially,adv. 尤其
absent,adj. 不在场的
bottle,n. 瓶，酒瓶
crush,v. 压碎，碾碎
delegation,n. 代表团
ourselves,pron. 我们自己
civilization,n. 文明，文化
objective,adj. 客观的
sulphur,n. 硫（磺），硫黄
request,n. 请求，要求 v. 请求，要求
talent,n. 才能
physical,adj. 物质的
appliance,n. 用具，器具，器械
inspection,n. 检阅
bang,n. 巨响，枪声
reflect,v. 反射
happiness,n. 幸福，幸运
attention,n. 注意，留心
January,n. 一月
venture,n. 冒险 v. 敢于
input,n. 输入
roar,v. 吼叫
faithful,adj. 忠诚的
monkey,n. 猴子，猿
behalf,n. 代表某人
operator,n. 接线员
humble,adj. 谦逊的
manufacturer,n. 制造商
mug,n. 大杯
goat,n. 山羊
democracy,n. 民主制
represent,v. 代表
accustom,v. 使习惯
city,n. 城市，都市
spoil,v. 损坏，糟蹋
packet,n. 小包（裹），小捆
object,n. 物，物体
rate,n. 比率
American,adj. 美洲的 n. 美国人
pull,v. 拉，拖 n. 拉，拉力
mixture,n. 混合
October,n. 十月
pigeon,n. 鸽子
conversely,adv. 相反地
multiply,v. 乘
divorce,n. 离婚，离异 v. 离婚
tray,n. 托盘，碟
contrast,n. 对比，对照，悬殊
mad,adj. 发疯的
sacrifice,n. 牺牲
various,adj. 各种各样的，不同的
stuff,n. 东西 v. 装，填，塞
rely,v. 依赖，依靠
diameter,n. 直径
boss,n. 老板，上司 v. 指挥
dying,adj. 垂死的
indeed,adv. 确实
ignorant,adj. 不知道的
occasionally,adv. 偶然
decent,adj. 体面的
human,adj. 人的，人类的 n. 人
glitter,v. 闪闪发光 n. 闪光
receipt,n. 收条，收据
adventure,n. 冒险
lover,n. 情人
infant,n. 婴儿 adj. 婴儿的
muddy,adj. 多泥的，泥泞的
beast,n. 兽，野兽
faint,adj. 微弱的
alarm,n. 警报
convention,n. 习俗，惯例
durable,adj. 耐久的，耐用的
bed,n. 床，床位
silent,adj. 寂静无声的
dislike,v. 不喜爱，厌恶 n. 不喜爱，厌恶
greatly,adv. 大大地，非常
quotation,n. 引用
pity,n. 遗憾
border,n. 边，边缘
panel,n. 专门小组
wrap,v. 裹，包，捆 n. 披肩
passage,n. 通路，通道
waken,v. 醒来
care,v. 介意
major,adj. 较大的 n. 专业
organic,adj. 有机体的
easy,adj. 容易的
improve,v. 改善
hi,int. 嗨（表示问候等）
tissue,n. 薄绢
vigorous,adj. 朝气蓬勃的
fancy,n. 想象力
income,n. 收入
knot,n. （绳的）结
construction,n. 建造
inquire,v. 打听，询问
spark,n. 火花，火星
aside,adv. 在旁边，到旁边
stripe,n. 条纹，条子
meter,n. 计量器
frequent,adj. 时常发生的
pure,adj. 纯粹的
beyond,prep. 在…的那边
eager,adj. 渴望的，热切的
fox,n. 狐狸
penny,n. （英）便士
infer,v. 推论，推断
steam,n. 蒸汽 v. 蒸发
file,n. 档案 v. 把…归档
midnight,n. 午夜，子夜，夜半
scientific,adj. 科学（上）的
oil,n. 油
instruct,v. 指示
protest,n. 抗议 v. 抗议
cancer,n. 癌，癌症，肿瘤
instantly,adv. 立即，即刻
Chinese,adj. 中国的 n. 中国人
remedy,n. 治疗
good,adj. 好的
method,n. 方法，办法
monthly,adj. 每月的 adv. 每月
dream,n. 梦
load,v. 装
fuel,n. 燃料 v. 给…加燃料
modern,adj. 现代的，近代的
common,adj. 普通的
recommend,v. 劝告
produce,v. 产生
definition,n. 定义，释义
castle,n. 城堡
supreme,adj. 最高的
ask,v. 问
dumb,adj. 哑的
pin,n. 针，饰针 v. 别住
attain,v. 获得
curtain,n. 帘，窗帘
raise,v. 举起
fog,n. 雾
rotten,adj. 腐烂的，发臭的
mysterious,adj. 神秘的
diary,n. 日记，日记簿
survive,v. 幸免于
bicycle,n. 自行车，脚踏车
sausage,n. 香肠，腊肠
attack,v. 攻击，进攻 n. 攻击，进攻
saw,n. 锯子 v. 锯，锯开
indication,n. 指示
attempt,v. 尝试，试图 n. 企图
submarine,adj. 水下的 n. 潜水艇
revolution,n. 革命
overseas,adv. 海外 adj. 在海外的
oriental,adj. 东方的
for,prep. 给
manufacture,v. 制造 n. 制造
healthy,adj. 健康的
multiple,adj. 多的
cock,n. 公鸡
actress,n. 女演员
strap,n. 带子 v. 捆扎
economic,adj. 经济的，经济学的
solution,n. 解决，解答
barrel,n. 桶
hand,n. 手
partly,adv. 部分地，不完全地
paw,n. 脚爪，爪子
upset,v. 弄翻，打翻，倾覆
plunge,v. 使投入
injury,n. 损害，伤害
hopeless,adj. 没有希望的
escape,v. 逃跑
philosophy,n. 哲学
thrive,v. 兴旺，繁荣，旺盛
fireman,n. 消防队员
awfully,adv. 令人畏惧的
golden,adj. 金色的
technical,adj. 技术的，工艺的
carrot,n. 胡萝卜
concerning,prep. 关于
lot,pron.. 许多，大量 n. 抽签，抓阄
unlikely,adj. 未必的，未必可能的
liar,n. 说谎的人
family,n. 家，家庭
hay,n. 干草
stress,n. 压力
many,det.. 许多的 pron. 许多人
goal,n. 目的
indefinite,adj. 不明确的
inner,adj. 内部的
bear,n. 熊
pretty,adj. 漂亮的，标致的
therefore,adv. 因此，所以
goose,n. 鹅
afford,v. 担负得起…
pupil,n. 学生，小学生
dairy,n. 牛奶场 adj. 乳制品
boundary,n. 分界线，边界
afterward,adv. 后来，以后
fan,n. （运动等）狂热爱好者
election,n. 选举
wheat,n. 小麦
plant,n. 植物
page,n. 页
spite,3、释义:n. 不顾
relationship,n. 关系
grape,n. 葡萄
restrain,v. 抑制，遏制
dimension,n. 尺寸，尺度
saucer,n. 茶托，浅碟
observer,n. 观察员，观测者
hero,n. 英雄
happen,v. 发生
kick,v. 踢 n. 踢
jet,n. 喷气式飞机
chemistry,n. 化学
interaction,n. 相互作用
evil,n. 祸害
sponsor,n. 发起者 v. 发起
gown,n. 长袍，长外衣
shot,n. 发射
gay,adj. 快乐的
obstacle,n. 障碍，妨害
sometime,adv. 在某一时候
satisfactory,adj. 令人满意的，良好的
particularly,adv. 特别，尤其，格外
distribute,v. 分发，分送
reason,n. 理由
cross,v. 穿过
development,n. 发展
sour,adj. 酸的
disadvantage,n. 不利，不利地位
flush,v. （脸）发红
minor,adj. 较小的
canvas,n. 粗帆布
medical,adj. 医学的
economical,adj. 节约的
could,modal. 能，会，可以（can的过去式）
oppress,v. 压迫，压制
acute,adj. 敏锐的
Latin,adj. 拉丁的 n. 拉丁语
rough,adj. 表面不平的
merchant,n. 商人
other,adj. 另外的
progressive,adj. 进步的
heal,v. 治愈
competition,n. 竞争
court,n. 法院，法庭
drink,v. 饮 n. 饮料
ball,n. 球
organize,v. 组织
remain,v. 剩下，余留
chart,n. 图，图表
interference,n. 干涉，干预
dock,n. 船坞
anchor,n. 锚 v. 抛锚，停泊
breast,n. 乳房
glance,v. 看一下 n. 一瞥
announce,v. 宣布，宣告，发表
join,v. 参加
poor,adj. 贫穷的
reference,n. 参考
delete,v. 删除
digest,v. 消化
great,adj. 大的
nut,n. 坚果，干果
gun,n. 枪，炮，手枪
urge,v. 催促
but,conj. 但是，可是
ought,modal. 应当，应该
impossible,adj. 不可能的，办不到的
real,adj. 真的
score,n. 得分，比数
devise,v. 设计，发明
equipment,n. 装备，设备
luck,n. 好运，幸运
absolutely,adv. 完全地
queue,n. 行列 v. 排队等候
rural,adj. 农村的，田园的
office,n. 办公室
sore,adj. 痛的
confuse,v. 使混乱，混淆
neighbourhood,n. 附近地区（的居民）
Japanese,adj. 日本的 n. 日本人
fulfil,v. 履行
chocolate,n. 巧克力
chicken,n. 鸡
limited,adj. 有限的
kilometre,n. 千米，公里
separate,adj. 分离的
campus,n. 校园，学校场地
blanket,n. 毛毯，毯子，羊毛毯
frequently,adv. 时常，常常
thermometer,n. 温度计，寒暑表
undoubtedly,adv. 无容置疑，肯定地
market,n. 市场
big,adj. 大的，巨大的
half,n. 半，一半 adj. 一半的
blade,n. 刀刃，刀片
afraid,adj. 害怕的
cinema,n. 电影院
stiff,adj. 硬的
librarian,n. 图书馆馆长
lamp,n. 灯
hostile,adj. 不友善的
line,n. 线
extensive,adj. 广阔的
bet,v. 打赌 n. 打赌
prove,v. 证明
sway,v. 摇动
locomotive,n. 火车头，机车
along,prep. 沿着 adv. 向前
oven,n. 炉，灶
bury,v. 埋葬，葬
arrow,n. 箭
green,adj. 绿色的 n. 绿色
logic,n. 逻辑，推理
fluid,n. 流体，液体
press,v. 压，按
firm,n. 商行，商号，公司
funeral,n. 葬礼，丧礼，丧葬
compile,v. 编辑，编制，搜集
grey,adj. 灰色的 n. 灰色
claw,n. 爪，脚爪，螯
fluent,adj. 流利的，流畅的
prominent,adj. 突出的
bitterly,adv. 苦苦地
dissatisfy,v. 使不满，使不平
embrace,v. 拥抱
defence,n. 防御
trade,n. 贸易
owe,v. 欠
gray,adj. 灰色的 n. 灰色
digital,adj. 数字的，计数的
gradually,adv. 逐渐地，逐步地
ax,n. 斧子
estimate,v. 估计，评价 n. 估计
avoid,v. 避免
acceleration,n. 加速
also,adv. 而且，还
subway,n. 地道
circumference,n. 圆周，周长，圆周线
seek,v. 寻找，探索
require,v. 需要
bounce,v. 反跳，弹起
minister,n. 部长，大臣
miracle,n. 奇迹，令人惊奇的人
clothe,v. 给…穿衣服
newly,adv. 新近，最近
confidence,n. 信任
lack,n. 缺乏，不足 v. 缺乏，不足
bureau,n. 局，司，处
detection,n. 察觉，发觉
jury,n. 陪审团
difference,n. 差别
hope,v. 希望 n. 希望
grant,n. 授给物 v. 授予
insufficient,adj. 不足的
cheerful,adj. 快乐的，愉快的
committee,n. 委员会
east,n. 东
pronunciation,n. 发音，发音法
photo,n. 照片，相片
occupation,n. 职业
document,n. 公文，文件
popular,adj. 流行的
resume,v. 重新开始
eyesight,n. 视力，目力
canal,n. 运河
obviously,adv. 明显地，显然地
please,v. 使高兴，请满意
breeze,n. 微风，和风
mechanic,n. 技工，机械，机修工
beside,prep. 在…旁边
lid,n. 盖子，盖，囊盖
percent,adj. 百分之…
Englishman,n. 英国男子
mature,adj. 成熟的 v. 使成熟
basketball,n. 篮球运动
orbit,n. 运行轨道 v. 环绕
govern,v. 统治，治理
expose,v. 使暴露
nod,v. 点（头）
ash,n. 灰，灰末
privilege,n. 特权，优惠
grocer,n. 食品商
numerous,adj. 为数众多的
swift,adj. 快的
arise,v. 出现
foremost,adj. 最初的
wage,v. 开展（运动）
implication,n. 含义，暗示，暗指
childish,adj. 孩子的
name,n. 名字
prefer,v. 更喜欢
exact,adj. 确切的
often,adv. 经常，常常
residence,n. 居住
flood,n. 洪水 v. 淹没
generation,n. 一代，一代人
permanent,adj. 永久的
genius,n. 天才，天赋，天资
desert,n. 沙漠 v. 离弃
nerve,n. 神经
northern,adj. 北方的，北部的
specialize,v. 成为…专家
emergency,n. 紧急情况，突然事件
hen,n. 母鸡
act,v. 行动
one,num. 一 pron. 一个人
argument,n. 争论，辩论
painter,n. 画家，绘画者
division,n. 分，分配
burst,v. 使爆裂 n. 爆炸
closely,adv. 紧密地
church,n. 教堂，礼拜堂
track,n. 行踪
chase,n. 追逐，追赶
note,n. 笔记
attract,v. 吸引
both,pron. 两者（都）
brilliant,adj. 光辉的
consume,v. 消耗，消费
axis,n. 轴，轴线
plastic,adj. 可塑的 n. 塑料
relation,n. 关系，联系
succession,n. 连续
weaken,v. 削弱
officer,n. 官员
keep,v. 保持
electronics,n. 电子学
optimistic,adj. 乐观的
permission,n. 允许，许可，同意
brick,n. 砖，砖块
loose,adj. 松的
welfare,n. 幸福
paper,n. 纸
former,adj. 在前的 n. 前者
truth,n. 事实
impose,v. 把…强加
neglect,v. 疏忽
harm,n. 伤害，损害 v. 损害
pie,n. （西点）馅饼
pioneer,n. 拓荒者
mystery,n. 神秘
determination,n. 决心
reply,v. 回答，答复 n. 回答，答复
department,n. 部，司，局，处，系
cake,n. 饼，糕，蛋糕
parcel,n. 包裹，小包，邮包
status,n. 地位，身分
edge,n. 边缘，边
refusal,n. 拒绝
kettle,n. 水壶
positive,adj. 积极的
gaze,v. 凝视，盯，注视
close,v. 关，闭
presence,n. 出席，到场
production,n. 生产
foolish,adj. 愚蠢的
found,v. 创立，创办
whisper,v. 低声地讲
gather,v. 聚集
captive,n. 俘虏，被监禁的人
colonel,n. 陆军上校
hateful,adj. 可恨的，可恶的
routine,n. 例行公事 adj. 日常的
mess,n. 混乱，混杂，肮脏
pronounce,v. 发…的音
correspond,v. 相符合
blank,adj. 空白的 n. 空白
consequence,n. 结果，后果
hello,int. 喂
slit,n. 裂缝 v. 切开，撕开
chalk,n. 白垩
midday,n. 正午，中午
despise,v. 鄙视，蔑视
humour,n. 幽默，诙谐，幽默感
volt,n. 伏特，伏
roller,n. 滚筒，滚轴
navigation,n. 航行
establishment,n. 建立，设立，确立
needle,n. 针
torch,n. 手电筒
another,det. 再一个的
bubble,n. 泡 v. 冒泡，沸腾
vary,v. 改变
finger,n. 手指
charming,adj. 迷人的，可爱的
abstract,adj. 抽象的 n. 摘要
endless,adj. 无止境的
fast,adj. 快的
painful,adj. 使痛的
import,n. 输入，进口 v. 输入，进口
additional,adj. 附加的，追加的
die,v. 死，死亡
abnormal,adj. 不正常的
peasant,n. 农民
hydrogen,n. 氢
heel,n. 脚后跟，踵
base,n. 基础，底层
uncover,v. 揭开…的盖子
interior,adj. 内的
chain,n. 链，链条
slippery,adj. 滑的，使人滑跤的
historical,adj. 历史的，有关历史的
mechanically,adv. 机械地
myself,pron. 我自己
signal,n. 信号 v. 发信号
thoughtful,adj. 体贴的
discipline,n. 纪律
draft,n. 草稿
performance,n. 演出
workshop,n. 车间，工场
listener,n. 听众之一
paint,v. （给…）上油漆
generate,v. 发生
resist,v. 抵制
sensitive,adj. 敏感的
perform,v. 演出
fertilizer,n. 肥料
reinforce,v. 加强
recognize,v. 认识，认出
okay,convention. 对，好
police,n. 警察
forth,adv. 向前
reproduce,v. 繁殖，生殖
framework,n. 框架，构架，结构
gracious,adj. 有礼貌的
screw,n. 螺旋，螺丝 v. 拧紧
pause,n. 中止，暂停 v. 中止，暂停
cheese,n. 奶酪，干酪
sleeve,n. 袖子，袖套
donkey,n. 驴
vacant,adj. 空的
expense,n. 花费，消费
lead,n. 铅，铅制品
friendship,n. 友谊
bare,adj. 赤裸的
athlete,n. 运动员
regarding,prep. 关于
commonly,adv. 普通地，一般地
magic,n. 魔法，巫术
cook,v. 烹调，煮
intend,v. 想要，打算
powder,n. 粉末
pitch,n. 沥青
ninth,num. 第九 n. 九分之一
filter,v. 过滤 n. 过滤器
deal,n. 买卖
collect,v. 收集
conjunction,n. 接合，连接
bond,n. 债券，公债
jail,n. 监狱 v. 监禁
arrangement,n. 安排
competent,adj. 有能力的
section,n. 切片
confusion,n. 混乱
mercy,n. 仁慈，慈悲，恩惠
successive,adj. 连续的
pour,v. 灌，倒
couple,n. 夫妇
mention,v. 提及，说起 n. 提及，说起
stake,n. 赌金
decide,v. 决定，决心
conscious,adj. 意识到的
companion,n. 同伴
football,n. 足球
careful,adj. 仔细的
receive,v. 得到
nowhere,adv. 任何地方都不
settle,v. 安排
sign,n. 符号
hide,v. 把…藏起来
architecture,n. 建筑式样
daylight,n. 白昼，日光
entitle,v. 给…权利（或资格）
legend,n. 传说，传奇
appropriate,adj. 适当的，恰当的
crust,n. 面包皮
existence,n. 存在，实在
territory,n. 领土，版图
outlet,n. 出口
compare,v. 比较，对照
emotional,adj. 感情的，情绪的
subtract,v. 减，减去，去掉
Italian,adj. 意大利的 n. 意大利人
density,n. 密集，稠密
drunk,adj. 醉的
magazine,n. 杂志，期刊
patience,n. 忍耐，容忍，耐心
direction,n. 方向，方位
job,n. 职业
practise,v. 练习，实习，训练
slope,n. 倾斜
ankle,n. 踝，踝节部
dead,adj. 死的，无生命的
sphere,n. 球，圆体
me,pron. （宾格）我
develop,v. 发展
immense,adj. 巨大的
rabbit,n. 兔子
outset,n. 开始，开端
disguise,v. 隐瞒，掩埋 n. 假装
brisk,adj. 活泼的
keyboard,n. 键盘
onion,n. 洋葱，洋葱头
energy,n. 活力
shriek,v. 尖声喊叫 n. 尖叫声
elaborate,adj. 复杂的
horse,n. 马
requirement,n. 需要
grain,n. 谷物，谷粒
moment,n. 时刻
occurrence,n. 发生，出现
deed,n. 行为
owl,n. 猫头鹰，枭
isolate,v. 使隔离，使孤立
collection,n. 收藏品
container,n. 容器
knife,n. 小刀，刀，餐刀
ignore,v. 不顾，不理，忽视
sufficient,adj. 足够的，充分的
proposal,n. 提议，建议
milk,n. 乳，牛奶 v. 挤（奶）
exercise,n. 锻炼
shortly,adv. 立刻
retire,v. 退休
communist,n. 共产党员
supplement,n. 增补物，补充物 v. 增补，补充
betray,v. 背叛
meal,n. 膳食，一餐
August,n. 八月
during,prep. 在…期间
brief,adj. 短暂的
astonish,v. 使惊讶，使吃惊
security,n. 安全工作
tremble,v. 发抖，哆嗦
inferior,adj. 下等的
marble,n. 大理石
inventor,n. 发明者
metal,n. 金属，金属制品
efficiency,n. 效率
high,adj. 高的
born,adj. 天生的
destroy,v. 破坏
heating,n. 加热，供暖
comprise,v. 包含，包括
ease,n. 容易
liberation,n. 解放
wholly,adv. 完全地，全部
split,v. 被劈开
basin,n. 洗脸盆
weed,n. 杂草，野草 v. 除草
calm,adj. 静的，平静的
sweater,n. 厚运动衫，毛线衫
shear,v. 剪
swallow,n. 燕子
greet,v. 问候，招呼
practical,adj. 实践的
basically,adv. 基本上
conductor,n. 售票员
naturally,adv. 自然地
undertake,v. 从事
despair,n. 绝望 v. 绝望
nose,n. 鼻子
morning,n. 早晨，上午
mild,adj. 温柔的
interrupt,v. 打断，打扰
period,n. 时期
loaf,n. 一条面包，一个面包
resistance,n. 抵抗
enforce,v. 实施，执行
definitely,adv. 一定地，明确地
flow,v. 流动
grow,v. 增长
federal,adj. 联邦的
agent,n. 代理人，代理商
lively,adj. 活泼的
utility,n. 效用，有用，实用
establish,v. 建立，设立
distinct,adj. 与其它不同的
interval,n. 间隔
motor,n. 发动机
brute,n. 禽兽，畜生
account,n. 记述
gramme,n. 克（重量单位）
absence,n. 缺席，不在场
operation,n. 手术
crash,v. 碰撞，坠落 n. 碰撞
beef,n. 牛肉
heap,n. （一）堆
deposit,v. 使沉淀
displease,v. 使不愉快，使生气
appoint,v. 任命，委任
bound,adj. 一定的
merely,adv. 仅仅，只不过
besides,adv,prep. 而且
park,n. 公园
nineteen,num. 十九，十九个
depress,v. 使沮丧
cry,v. 哭，哭泣
into,prep. 进，入
maths,n. （英）数学
significance,n. 意义，意味
bag,n. 袋，包，钱包，背包
crack,n. 裂缝，裂纹 v. 爆裂
certainty,n. 必然
lazy,adj. 懒惰的，懒散的
effect,n. 结果
hurt,v. 使受伤
block,n. 街区 v. 堵塞，拦阻
hillside,n. （小山）山腰，山坡
specialist,n. 专家
worm,n. 虫，蠕虫
dictionary,n. 词典，字典
cabbage,n. 洋白菜，卷心菜
date,n. 日期 v. 注…日期
warmth,n. 暖和，温暖
latter,adj. （两者中）后者的
indoors,adv. 在室内，在屋里
helicopter,n. 直升机
leg,n. 腿，腿部
quality,n. 质量
command,v. 命令
preference,n. 偏爱
actually,adv. 实际上
secondary,adj. 第二的
academy,n. 专科院校
report,v. 报告
magnet,n. 磁铁，磁石，磁体
none,pron. 没有人
large,adj. 大的
corporation,n. 公司，企业
thorough,adj. 彻底的
chin,n. 颏，下巴
nearby,adj. 附近的 adv. 在附近
react,v. 作出反应
map,n. 地图
vinegar,n. 醋
article,n. 文章
angle,n. 角，角度
zone,n. 地区，区域，范围
rail,n. 横条，横杆
holy,adj. 神圣的
copy,n. 抄件 v. 抄写，复制
elephant,n. 象
hasten,v. 催促
helpless,adj. 无助的
mutter,v. 轻声低语
musical,adj. 音乐的
silk,n. 蚕丝，丝，丝织品
agency,n. 经办
conflict,n. 争论
anything,pron. 任何事物
outskirt,n. 外边，郊区
peculiar,adj. 特有的
index,n. 索引
anxious,adj. 忧虑的
likely,adj. 可能的 adv. 很可能
mat,n. 席子
cushion,n. 垫子，坐垫，靠垫
flock,n. 羊群，群
mislead,v. 将…引入歧途，误导
vague,adj. 模糊的
generator,n. 发电机
concrete,n. 混凝土
scatter,v. 撒
brake,n. 闸，刹车 v. 制动
brain,n. 脑，脑髓
commander,n. 司令官，指挥员
arrest,v. 逮捕，拘留
limb,n. 肢，臂，翼
highway,n. 公路
quite,adv. 完全
disposal,n. 丢掉，处理，销毁
analyse,v. 分析，分解，解析
flight,n. 航班
consistent,adj. 坚持的，一贯的
repetition,n. 重复，反复
inform,v. 通知，向…报告
flat,adj. 平的，扁平的
idea,n. 想法
blue,adj. 蓝色的 n. 蓝色
married,adj. 已婚的
kitchen,n. 厨房，灶间
bridge,n. 桥，桥梁
spare,v. 抽出
deepen,v. 加深
anyone,pron. 任何人
envelope,n. 信封
glare,v. 瞪眼 n. 瞪眼
fault,n. 缺点
calculation,n. 计算，计算结果
driver,n. 驾驶员，司机
airport,n. 机场，航空站
intermediate,adj. 中级的
location,n. 位置，场所
unlike,adj. 不同的 prep. 不象…
detect,v. 察觉，发觉
fresh,adj. 新的
chance,n. 机会，机遇
cement,n. 水泥
release,v. 释放
extra,adj. 额外的 adv. 特别地
drill,n. 钻头
accessary,n. 同谋，从犯
dwelling,n. 住处，寓所
hardly,adv. 几乎不，简直不
dance,v. 跳舞
atomic,adj. 原子的
omit,v. 省略，省去
neck,n. 颈，脖子
lady,n. 女士，夫人
announcer,n. 播音员
engineering,n. 工程
formula,n. 公式，式
law,n. 法律
lieutenant,n. 陆军中尉
dependent,adj. 依靠的，依赖的
utmost,adj. 最大的 n. 极限
begin,v. 开始
cooperate,v. 合作，协作
rush,v. 冲，奔
grieve,v. 悲痛
gymnasium,n. 体育馆，健身房
brim,n. 边，边缘
variety,n. 多样化
construct,v. 建造
ant,n. 蚂蚁
lovely,adj. 可爱的
principle,n. 原则，原理
shelter,n. 隐蔽处
uniform,adj. 一样的 n. 制服
promise,n. 诺言 v. 允诺
handkerchief,n. 手帕
international,adj. 国际的，世界（性）的
shade,n. 荫
country,n. 国家，国土
punctual,adj. 严守时刻的
bend,v. 使弯曲
diligent,adj. 勤勉的，勤奋的
learned,adj. 有学问的
prescribe,v. 开处（方）
gum,n. 口香糖
lock,n. 锁 v. 锁上，锁住
relativity,n. 相对性
moon,n. 月球，月亮
internal,adj. 国内的
tale,n. 故事
accent,n. 口音，腔调
say,v. 比如说[用于举例]
brandy,n. 白兰地酒
meaning,n. 意义，意思
peaceful,adj. 安静的
bomb,n. 炸弹 v. 轰炸
fry,v. 油煎，油炸，油炒
lessen,v. 减少，减轻
finance,n. 财政，金融
maintenance,n. 维修
squeeze,v. 压
hill,n. 小山，山岗
tense,n. 时态，时
fare,n. 车费，船费，票价
tend,v. 照管，照料，护理
passion,n. 强烈的情感，激情
brand,n. 品牌
temptation,n. 诱惑，引诱
correction,n. 改正，纠正，修改
cease,v. 停止，停息 n. 停止，停息
shed,v. 流出
America,n. 美洲
directly,adv. 直接地
camera,n. 照相机，摄影机
analysis,n. 分析，分解，解析
intentional,adj. 故意的，有意识的
jazz,n. 爵士音乐，爵士舞曲
unity,n. 单一
trial,n. 审判
beggar,n. 乞丐，穷人
amongst,prep. 在…之中（among）
colony,n. 殖民地
north,n. 北，北方 adj. 北方的
synthetic,adj. 综合的
strain,v. 拉紧
funny,adj. 滑稽的
camp,n. 野营，营地，兵营
circuit,n. 环行
arrange,v. 筹备
button,n. 扣子
classical,adj. 古典的
consequently,adv. 因此，因而，所以
reservoir,n. 水库
vision,n. 视力
Friday,n. 星期五
headline,n. 大字标题
product,n. 产品
flexible,adj. 易弯曲的
ridge,n. 岭，山脉
objection,n. 反对，异议
bucket,n. 水桶
need,v. 需要
exceed,v. 超过，胜过
official,adj. 官员的
obvious,adj. 明显的，显而易见的
leave,v. 离去
wrist,n. 腕，腕关节
hence,adv. 因此，所以
journalist,n. 记者，新闻工作者
profit,n. 利润
compel,v. 强迫，迫使屈服
marine,adj. 海的
cable,n. 缆，索
key,n. 钥匙
rear,n. 后部，后面
birth,n. 分娩，出生
much,adv. 非常，很 det. 许多的
pardon,n. 原谅
phrase,n. 短语
pan,n. 平底锅
jewel,n. 宝石
similar,adj. 相似的，类似的
sword,n. 剑，刀
